symbol,company name,marketCap,price,change,revenue,volume,industry,sector,revenueGrowth,netIncome,free_cash_flow,net_cash_debt
VAXX,"Vaxxinity, Inc.",318880808.0,2.52,-5.97,,140238.0,Biotechnology,Healthcare,,-75381000.0,-57790000.0,53692000.0
MCBC,Macatawa Bank Corporation,318232544.0,9.28,-1.9,99304000.0,28705.0,Banks - Regional,Financials,24.260473497172043,40734000.0,43063000.0,390738000.0
WSBF,"Waterstone Financial, Inc.",316852830.0,14.49,-1.5,151672000.0,50542.0,Banks - Regional,Financials,-34.970866543472944,16350000.0,32045000.0,-447504000.0
LOCO,"El Pollo Loco Holdings, Inc.",315941004.0,8.77,0.8,474437000.0,1043189.0,Restaurants,Consumer Discretionary,3.8860058245199225,23604000.0,22548000.0,-245290000.0
PANL,"Pangaea Logistics Solutions, Ltd.",314578882.0,6.77,0.3,621643578.0,635182.0,Marine Shipping,Industrials,-20.799067274111206,62797715.0,113504380.0,-160772622.0
AVAH,Aveanna Healthcare Holdings Inc.,314101724.0,1.69,-5.06,1803524000.0,221304.0,Medical Care Facilities,Healthcare,5.346520310842573,-719366000.0,-41582000.0,-1468828000.0
PFIS,Peoples Financial Services Corp.,313131780.0,43.79,0.21,107745000.0,13629.0,Banks - Regional,Financials,-1.5919552827707184,36039000.0,28896000.0,65303000.0
ADSE,ADS-TEC Energy PLC,312855680.0,6.4,6.67,28117021.276595745,37935.0,Electrical Equipment & Parts,Industrials,,-20112765.95744681,-73271276.59574468,32940425.531914897
NODK,"NI Holdings, Inc.",312256890.0,14.85,-0.54,339853000.0,9172.0,Insurance - Property & Casualty,Financials,6.431893271534372,-59215000.0,-38749000.0,61285000.0
INOD,Innodata Inc.,312141500.0,11.33,1.25,76648000.0,299224.0,Information Technology Services,Technology,2.224593224859972,-11236000.0,-4225000.0,-5000.0
AVIR,"Atea Pharmaceuticals, Inc.",311913756.0,3.74,-0.27,,404108.0,Biotechnology,Healthcare,,-109299000.0,-93722000.0,617741000.0
VCSA,"Vacasa, Inc.",310394078.0,0.6785,-3.46,1197544000.0,958028.0,Software - Application,Technology,18.933757076174395,-173609000.0,-41700000.0,464255000.0
PLAO,Patria Latin American Opportunity Acquisition Corp.,308775000.0,10.74,-0.28,,63400.0,Shell Companies,Financials,,12364823.0,-708593.0,243442886.0
SCWO,"374Water, Inc.",308376920.0,2.39,2.14,3543748.0,518462.0,Pollution & Treatment Controls,Industrials,1002.834149210627,-5457452.0,-8391962.0,11113922.0
DXLG,"Destination XL Group, Inc.",308187460.0,4.9,1.03,543625000.0,3108837.0,Apparel Retail,Consumer Discretionary,4.306173275362535,82702000.0,47182000.0,-97919000.0
OMGA,"Omega Therapeutics, Inc.",308129360.0,5.6,-5.25,2322000.0,159363.0,Biotechnology,Healthcare,463.5922330097087,-107816000.0,-104504000.0,114888000.0
AMNB,American National Bankshares Inc.,307926990.0,28.98,0.62,107904000.0,20017.0,Banks - Regional,Financials,-4.2665885922653075,34586000.0,40914000.0,-13149000.0
XFOR,"X4 Pharmaceuticals, Inc.",307848884.0,1.94,4.86,,1893680.0,Biotechnology,Healthcare,,-96209000.0,-83475000.0,56473000.0
BTWN,Bridgetown Holdings Limited,307770333.0,10.27,,,12791.0,Shell Companies,Financials,,11669378.0,-1951165.0,-3717031.0
WTBA,"West Bancorporation, Inc.",307673443.0,18.41,-0.86,99133000.0,26550.0,Banks - Regional,Financials,-8.353594837707657,41059000.0,24890000.0,-557731000.0
KALV,"KalVista Pharmaceuticals, Inc.",307524600.0,9.0,,,226477.0,Biotechnology,Healthcare,,-90715000.0,-80627000.0,164264000.0
CREC,Crescera Capital Acquisition Corp.,307509618.0,11.46,1.69,,498.0,Shell Companies,Financials,,9349717.0,-535153.0,158594.0
NIU,Niu Technologies,307012806.0,3.98,-1.97,438188566.2299854,181537.0,Auto Manufacturers,Consumer Discretionary,-19.351338628831094,-11677555.749636099,,86670697.81659389
ALXO,ALX Oncology Holdings Inc.,306926941.0,7.51,2.46,,144573.0,Biotechnology,Healthcare,,-129133000.0,-97893000.0,218494000.0
FMAO,"Farmers & Merchants Bancorp, Inc.",306813551.0,22.51,-1.7,99158000.0,16839.0,Banks - Regional,Financials,11.562651185292694,30879000.0,31264000.0,-160678000.0
RENE,Cartesian Growth Corporation II,306762489.0,10.67,,,87.0,Shell Companies,Financials,,8639264.0,-964764.0,-2937113.0
ASRT,"Assertio Holdings, Inc.",306300460.0,5.42,1.12,162159000.0,2786783.0,Drug Manufacturers - Specialty & Generic,Healthcare,34.33655590625544,97077000.0,73615000.0,29982000.0
FARO,"FARO Technologies, Inc.",306214020.0,16.2,-0.31,354075000.0,216972.0,Scientific & Technical Instruments,Technology,4.712854772741393,-38234000.0,-51555000.0,-2557000.0
CITE,Cartica Acquisition Corp,305900011.0,10.64,-1.39,,86498.0,Shell Companies,Financials,,7951227.0,-1138080.0,769508.0
THCP,Thunder Bridge Capital Partners IV Inc.,305765680.0,10.12,0.2,,1632.0,Shell Companies,Financials,,4702329.0,-930894.0,-219365.0
GWRS,"Global Water Resources, Inc.",305600680.0,12.68,-0.59,47827000.0,37197.0,Utilities - Regulated Water,Utilities,12.046386318378822,7083000.0,-9906000.0,-111246000.0
LUNA,Luna Innovations Incorporated,304653600.0,9.12,1.67,112062000.0,190431.0,Scientific & Technical Instruments,Technology,25.916603930469574,-2144000.0,-13211000.0,-26282000.0
FIAC,Focus Impact Acquisition Corp.,304175000.0,10.58,,,24700.0,Shell Companies,Financials,,7988812.0,-1267450.0,760583.0
DPCS,DP Cap Acquisition Corp I,303312511.0,10.55,0.38,,18868.0,Shell Companies,Financials,,4731119.0,-442033.0,-3757647.0
UTAA,UTA Acquisition Corporation,303312479.0,10.55,-0.28,,1629000.0,Shell Companies,Financials,,4533490.0,237751.0,239793638.0
SMMF,"Summit Financial Group, Inc.",303053276.0,20.66,-3.95,145114000.0,25697.0,Banks - Regional,Financials,12.872965993590736,54724000.0,72667000.0,-192994000.0
LCAA,L Catterton Asia Acquisition Corp,302778298.0,10.46,,,161323.0,Shell Companies,Financials,,2387039.0,568289.0,4523.0
DRTS,Alpha Tau Medical Ltd.,302734372.0,4.37,10.49,,23219.0,Biotechnology,Healthcare,,-33762000.0,-24783000.0,100187000.0
NWPX,Northwest Pipe Company,302368853.0,30.24,2.3,447431000.0,44397.0,Metal Fabrication,Industrials,20.818560592763813,29952000.0,19403000.0,-162392000.0
CUTR,"Cutera, Inc.",300975038.0,15.13,-0.39,249378000.0,372945.0,Medical Devices,Healthcare,4.074018429487181,-92214000.0,-107985000.0,-162034000.0
GPP,Green Plains Partners LP,300813592.0,12.94,0.94,81442000.0,43290.0,Oil & Gas Midstream,Energy,5.568662017473369,40212000.0,45438000.0,-101690000.0
TCX,Tucows Inc.,300463036.0,27.74,3.58,320473000.0,55331.0,Software - Infrastructure,Technology,1.8794446864042191,-43634000.0,-136966000.0,-242952000.0
EYPT,"EyePoint Pharmaceuticals, Inc.",298426530.0,8.7,5.84,39793000.0,537625.0,Biotechnology,Healthcare,2.2693395014135254,-102442000.0,-64167000.0,82247000.0
WHF,"WhiteHorse Finance, Inc.",298208973.0,12.83,1.02,93657000.0,66290.0,Asset Management,Financials,26.20706383322777,17482000.0,78681000.0,-402657000.0
CBRG,Chain Bridge I,296659453.0,10.51,0.1,,7650.0,Shell Companies,Financials,,11044697.0,-1007510.0,-1502306.0
IMRX,Immuneering Corporation,296581818.0,10.14,5.85,133254.0,168517.0,Biotechnology,Healthcare,-91.20702044727042,-51221365.0,-46893670.0,86791353.0
YMAB,"Y-mAbs Therapeutics, Inc.",296572262.0,6.79,1.34,75032000.0,196210.0,Biotechnology,Healthcare,87.57999999999998,-73890000.0,-64120000.0,91145000.0
CZNC,Citizens & Northern Corporation,296469230.0,19.3,-1.43,101790000.0,24463.0,Banks - Regional,Financials,3.008591639090441,25976000.0,35929000.0,-179300000.0
ZIMV,ZimVie Inc.,296255261.0,11.23,-3.61,903688000.0,368738.0,Medical Devices,Healthcare,-9.85826702536311,-68193000.0,11034000.0,-476231000.0
AEAE,AltEnergy Acquisition Corp.,296115000.0,10.35,-0.38,,52.0,Shell Companies,Financials,,6401023.0,-1321259.0,-87240.0
HUMA,"Humacyte, Inc.",295746880.0,2.86,-5.3,1332000.0,458854.0,Biotechnology,Healthcare,-0.6711409395973145,-29102000.0,-73151000.0,81159000.0
AFRI,Forafric Global PLC,294863727.0,10.97,-0.9,289772000.0,12580.0,Farm Products,Consumer Staples,139.51068314253834,-19128000.0,-61599000.0,-176630000.0
VMCA,Valuence Merger Corp. I,294658875.0,10.71,,,2834.0,Shell Companies,Financials,,2488974.0,-332481.0,169804.0
IVCB,Investcorp Europe Acquisition Corp I,294626143.0,10.663,,,100.0,Shell Companies,Financials,,8958538.0,-1052885.0,-187276.0
FHTX,Foghorn Therapeutics Inc.,294446592.0,7.04,-14.04,20617000.0,200687.0,Biotechnology,Healthcare,316.25277609529576,-112456000.0,-110701000.0,267839000.0
PRST,"Presto Automation, Inc.",294350580.0,5.22,1.16,29630000.0,1832456.0,Software - Application,Technology,-2.3916194492027976,-20172000.0,-49011000.0,-32581000.0
PGEN,"Precigen, Inc.",293805459.0,1.15,9.52,23247000.0,1410792.0,Biotechnology,Healthcare,42.2269807280514,24834000.0,-67702000.0,96205000.0
KNDI,"Kandi Technologies Group, Inc.",293793192.0,3.96,-1.74,115783753.0,112841.0,Auto Parts,Consumer Discretionary,15.322424093999798,-10536717.0,29154486.0,214601239.0
TNGX,"Tango Therapeutics, Inc.",293509567.0,3.32,1.84,24868000.0,177304.0,Biotechnology,Healthcare,-31.707584994782223,-110976000.0,-121073000.0,292266000.0
LFCR,"Lifecore Biomedical, Inc.",293215674.0,9.67,-1.73,157385000.0,370511.0,Drug Manufacturers - Specialty & Generic,Healthcare,-5.982676224611705,-117903000.0,-39002000.0,-123985000.0
RGC,Regencell Bioscience Holdings Limited,293180637.0,23.04,2.26,,158.0,Drug Manufacturers - Specialty & Generic,Healthcare,,-7743167.0,-6047931.0,15645743.0
PRPL,"Purple Innovation, Inc.",292080700.0,2.78,-4.14,541885000.0,745655.0,"Furnishings, Fixtures & Appliances",Consumer Discretionary,-20.65838234669689,-99487000.0,-26176000.0,-74905000.0
PETS,"PetMed Express, Inc.",291979807.0,13.79,-1.99,256858000.0,419588.0,Pharmaceutical Retailers,Healthcare,-6.056316907873327,233000.0,22543000.0,104086000.0
DAKT,"Daktronics, Inc.",291603840.0,6.4,-0.93,706537000.0,206202.0,Electronic Components,Technology,24.90709802881641,-15714000.0,-42560000.0,-12378000.0
UONE,"Urban One, Inc.",290834854.0,5.99,0.84,484604000.0,59765.0,Broadcasting,Communication Services,10.065979990233597,37329000.0,60297000.0,-677856000.0
AUDC,AudioCodes Ltd.,290367781.0,9.13,0.88,267949000.0,248761.0,Communication Equipment,Technology,4.488396850713028,19676000.0,8058000.0,35455000.0
PLCE,"The Children's Place, Inc.",289586528.0,23.21,3.76,1667772000.0,865884.0,Apparel Retail,Consumer Discretionary,-9.470083317365397,-49802000.0,-30083000.0,-495007000.0
KLTR,"Kaltura, Inc.",289191337.0,2.12,0.95,170368000.0,333241.0,Software - Infrastructure,Technology,0.7987314960536729,-64364000.0,-39667000.0,19435000.0
BLDE,"Blade Air Mobility, Inc.",288283118.0,3.94,-0.76,164761000.0,383733.0,Airports & Air Services,Industrials,94.94882565225109,-26440000.0,-44859000.0,154207000.0
SOPH,SOPHiA GENETICS SA,288178240.0,4.48,8.21,50665000.0,144399.0,Health Information Services,Healthcare,19.6763906932798,-81662000.0,-72396000.0,144114000.0
VOXX,VOXX International Corporation,287756352.0,12.48,1.63,534014000.0,103734.0,Consumer Electronics,Technology,-16.024971694552768,-28576000.0,-41764000.0,-34451000.0
TGAA,Target Global Acquisition I Corp.,287693080.0,10.67,-0.37,,111.0,Shell Companies,Financials,,4510296.0,-1102762.0,-304436.0
HAIA,Healthcare AI Acquisition Corp.,287585825.0,10.6699,0.28,,1431.0,Shell Companies,Financials,,4868292.0,-652936.0,154709.0
MVBF,MVB Financial Corp.,287069527.0,21.08,0.24,134685000.0,42328.0,Banks - Regional,Financials,-8.08555069506528,23525000.0,114476000.0,486849000.0
PMVP,"PMV Pharmaceuticals, Inc.",286554630.0,6.26,2.45,,627872.0,Biotechnology,Healthcare,,-74012000.0,-68118000.0,216778000.0
DSP,Viant Technology Inc.,286496748.0,4.61,4.54,196259000.0,170560.0,Software - Application,Technology,-13.394259792067498,-11201000.0,-25066000.0,173779000.0
RDVT,"Red Violet, Inc.",286276804.0,20.57,7.08,55215000.0,23230.0,Software - Application,Technology,18.655176859930368,1225000.0,2321000.0,29694000.0
ATAI,Atai Life Sciences N.V.,285537200.0,1.72,5.52,269000.0,1094863.0,Biotechnology,Healthcare,-45.766129032258064,-148651000.0,-103003000.0,242027000.0
TREE,"LendingTree, Inc.",285455577.0,22.11,-1.99,902322000.0,134200.0,Financial Conglomerates,Financials,-18.631073100393447,-163669000.0,35694000.0,-564433000.0
BMRC,Bank of Marin Bancorp,284753817.0,17.67,-3.6,137868000.0,80637.0,Banks - Regional,Financials,11.439102460473993,45561000.0,53668000.0,-393242000.0
XPAX,XPAC Acquisition Corp.,284396473.0,10.36,,,111901.0,Shell Companies,Financials,,4664996.0,-297350.0,-289360.0
ACRV,"Acrivon Therapeutics, Inc.",284160960.0,12.96,-2.7,,14537.0,Biotechnology,Healthcare,,-36703000.0,,115814000.0
HNRG,Hallador Energy Company,283984090.0,8.57,1.78,491418000.0,1611429.0,Thermal Coal,Energy,89.09565257543926,50290000.0,19423000.0,-84994000.0
JMSB,"John Marshall Bancorp, Inc.",283779286.0,20.09,-0.54,69416000.0,19195.0,Banks - Regional,Financials,1.380146339326127,30433000.0,29109000.0,73675000.0
ACNB,ACNB Corporation,282716534.0,33.17,0.67,111423000.0,8782.0,Banks - Regional,Financials,20.726157713394144,38176000.0,45421000.0,34778000.0
CPLP,Capital Product Partners L.P.,282403452.0,13.81,0.36,306731000.0,17351.0,Marine Shipping,Industrials,39.500541209216024,104441000.0,-183694000.0,-1453807000.0
JFIN,Jiayin Group Inc.,282120432.0,5.28,-2.58,565124163.0276564,99351.0,Internet Content & Information,Communication Services,99.23971407296179,191364774.38136828,,46583114.99272198
STRO,"Sutro Biopharma, Inc.",280938585.0,4.65,,74549000.0,350544.0,Biotechnology,Healthcare,40.34866426944292,-130144000.0,-29434000.0,230802000.0
LMNR,Limoneira Company,279751684.0,15.56,,184552000.0,78803.0,Farm Products,Consumer Staples,9.43288821422641,18238000.0,-13813000.0,-31450000.0
CONX,CONX Corp.,279422520.0,10.3,,,183.0,Shell Companies,Financials,,10682725.0,-610607.0,715299.0
NUTX,"Nutex Health, Inc.",278569239.0,0.4216,-6.44,196496481.0,2229853.0,Health Information Services,Healthcare,-39.224504898253954,-451481474.0,35029804.0,-249043906.0
FFIE,Faraday Future Intelligent Electric Inc.,278300008.0,0.2,-4.76,,64624403.0,Auto Manufacturers,Consumer Discretionary,,-392484000.0,-459371000.0,-45394000.0
SBT,"Sterling Bancorp, Inc. (Southfield, MI)",277830052.0,5.47,-0.36,80391000.0,25673.0,Banks - Regional,Financials,-25.429938964436115,-19957000.0,-2830000.0,289811000.0
SKGR,SK Growth Opportunities Corporation,277458011.0,10.59,-0.09,,1746.0,Shell Companies,Financials,,4155038.0,-1317640.0,-4866693.0
ITIC,Investors Title Company,277052520.0,146.0,5.64,265737000.0,14493.0,Insurance - Specialty,Financials,-18.5899674650295,18899000.0,14926000.0,22729000.0
PRTH,"Priority Technology Holdings, Inc.",276915868.0,3.62,5.54,695430000.0,10993.0,Software - Infrastructure,Technology,25.338158722377322,-42098000.0,67965000.0,-570004000.0
VSTA,Vasta Platform Limited,276880485.0,3.35,1.98,248846034.81624758,121927.0,Education & Training Services,Consumer Staples,22.858414313653586,-14901547.388781432,32440618.955512572,-150984332.68858802
GCT,GigaCloud Technology Inc.,275424046.0,6.76,-9.87,505426000.0,437766.0,Software - Infrastructure,Technology,16.966705314143816,34603000.0,83748000.0,26510000.0
FDBC,"Fidelity D & D Bancorp, Inc.",275274983.0,48.59,-0.25,86603000.0,5038.0,Banks - Regional,Financials,6.547655663685248,29539000.0,36361000.0,-43825000.0
BWB,"Bridgewater Bancshares, Inc.",275156795.0,9.85,-0.71,128153000.0,63694.0,Banks - Regional,Financials,11.995420661207579,48718000.0,60153000.0,-517559000.0
CDAQ,Compass Digital Acquisition Corp.,274931463.0,10.355,-0.34,,1427994.0,Shell Companies,Financials,,7664635.0,-1014488.0,459086.0
PROF,Profound Medical Corp.,274713956.0,13.01,-1.14,5200724.63768116,30048.0,Medical Devices,Healthcare,-4.637257507308002,-10978985.507246377,-17220289.855072465,25244202.898550726
LGO,Largo Inc.,274692990.0,4.29,2.63,243984000.0,30876.0,Other Industrial Metals & Mining,Materials,21.284306074057866,-809000.0,-64261000.0,-4616000.0
CIVB,"Civista Bancshares, Inc.",274370160.0,17.4,,150302000.0,31075.0,Banks - Regional,Financials,21.08044532521307,43849000.0,29123000.0,-296048000.0
REFI,"Chicago Atlantic Real Estate Finance, Inc.",274043805.0,15.15,0.53,54005851.0,110881.0,REIT - Mortgage,Real Estate,160.1432897046441,35180874.0,15671590.0,-32859095.0
HBCP,"Home Bancorp, Inc.",274009400.0,33.21,-2.04,134821000.0,8478.0,Banks - Regional,Financials,12.121917751257838,40991000.0,56967000.0,-228819000.0
PTRA,Proterra Inc.,272973600.0,1.2,,330312000.0,1722254.0,Auto Manufacturers,Consumer Discretionary,33.494453088689966,-431849000.0,-356022023.0,107837000.0
IPXX,Inflection Point Acquisition Corp. II,272700000.0,10.1,-0.2,,100661.0,Shell Companies,Financials,,,,
TAST,"Carrols Restaurant Group, Inc.",272488608.0,5.04,4.78,1776126000.0,594929.0,Restaurants,Consumer Discretionary,6.876239956241625,-53439000.0,22347000.0,-1291097000.0
SEER,"Seer, Inc.",272175364.0,4.27,-1.16,16234000.0,138435.0,Biotechnology,Healthcare,64.52822539779062,-93279000.0,-70096000.0,322746000.0
FLIC,The First of Long Island Corporation,271117110.0,12.02,-0.74,118505000.0,151580.0,Banks - Regional,Financials,-3.284909818003756,41330000.0,52251000.0,-356603000.0
CDZI,Cadiz Inc.,270378136.0,4.06,2.78,1489000.0,566394.0,Utilities - Regulated Water,Utilities,162.61022927689592,-29571000.0,-24498000.0,-30987000.0
FNLC,"The First Bancorp, Inc.",269653124.0,24.34,-0.88,89382000.0,18453.0,Banks - Regional,Financials,1.7821150802236563,37256000.0,37239000.0,-53650000.0
AMTX,"Aemetis, Inc.",268935501.0,7.33,3.53,206615000.0,1380243.0,Oil & Gas Refining & Marketing,Energy,-6.589779873502987,-115874000.0,-57996000.0,-260254000.0
SSTI,"ShotSpotter, Inc.",267682258.0,21.86,-2.1,80409000.0,49683.0,Software - Application,Technology,24.944061159798615,4208000.0,-849000.0,5075000.0
BLFY,Blue Foundry Bancorp,267330642.0,10.11,-1.65,54138000.0,66191.0,Banks - Regional,Financials,6.804237605792185,634000.0,-7682000.0,-402373000.0
ASCB,A SPAC II Acquisition Corporation,267168011.0,10.54,-0.19,,103001.0,Shell Companies,Financials,,4444613.0,-578763.0,209469435.0
INGN,"Inogen, Inc.",267052170.0,11.55,-1.7,369018000.0,172319.0,Medical Devices,Healthcare,4.9969270691067935,-89907000.0,-49623000.0,151816000.0
VHNA,Vahanna Tech Edge Acquisition I Corp.,266633239.0,10.63,-0.28,,1.0,Shell Companies,Financials,,1237284.0,-1096158.0,-800581.0
ARTE,Artemis Strategic Investment Corporation,266404147.0,10.59,0.09,,41113.0,Shell Companies,Financials,,7266279.0,-842707.0,53406.0
WLFC,Willis Lease Finance Corporation,266116869.0,39.13,0.46,332645000.0,12725.0,Rental & Leasing Services,Industrials,18.003575812184724,27700000.0,-97982000.0,-1772383000.0
PMTS,CPI Card Group Inc.,265670775.0,23.25,1.75,485173000.0,158212.0,Credit Services,Financials,22.071148393135264,41411000.0,36440000.0,-271827000.0
SPOK,"Spok Holdings, Inc.",265128855.0,13.29,1.06,133889000.0,165201.0,Health Information Services,Healthcare,-4.325363364822565,32187000.0,10200000.0,14522000.0
PCYO,Pure Cycle Corporation,264602800.0,11.0,0.36,18397000.0,45799.0,Utilities - Regulated Water,Utilities,11.801883925858391,6760000.0,14473000.0,20820000.0
PRLH,Pearl Holdings Acquisition Corp,263750000.0,10.55,,,799887.0,Shell Companies,Financials,,4195785.0,4668267.0,280370.0
FGEN,"FibroGen, Inc.",263472480.0,2.7,2.66,116069000.0,4523367.0,Biotechnology,Healthcare,-54.960866410303176,-307154000.0,-241736000.0,220767000.0
DALS,DA32 Life Science Tech Acquisition Corp.,263169000.0,10.26,,,3882.0,Shell Companies,Financials,,1728190.0,-1231631.0,303772.0
IFRX,InflaRx N.V.,262619518.0,4.46,0.45,,107802.0,Biotechnology,Healthcare,,-26566414.0,-31560957.0,67048688.0
LMB,"Limbach Holdings, Inc.",261626089.0,24.73,1.9,502969000.0,128443.0,Engineering & Construction,Industrials,2.265014873055482,11308000.0,46517000.0,-7546000.0
CRBU,"Caribou Biosciences, Inc.",260795725.0,4.25,4.17,14689000.0,867430.0,Biotechnology,Healthcare,37.58898463844136,-108377000.0,-104994000.0,201115000.0
NATR,"Nature's Sunshine Products, Inc.",259969710.0,13.65,-1.09,420050000.0,20098.0,Packaged Foods,Consumer Staples,-7.100852137642455,3420000.0,9524000.0,46660000.0
FICV,Frontier Investment Corp,259499990.0,10.38,,,80.0,Shell Companies,Financials,,4398520.0,-826412.0,294845.0
III,"Information Services Group, Inc.",259331272.0,5.36,0.19,292190000.0,114059.0,Information Technology Services,Technology,2.94760133040195,18287000.0,783000.0,-59826000.0
BWC,Blue Whale Acquisition Corp I,258976368.0,10.15,-0.1,,10200.0,Shell Companies,Financials,,3244130.0,-872925.0,-1122402.0
WLDN,"Willdan Group, Inc.",258451156.0,19.16,1.97,439903000.0,21193.0,Engineering & Construction,Industrials,20.025811239621618,-3743000.0,23541000.0,-100634000.0
CSTR,"CapStar Financial Holdings, Inc.",258189021.0,12.27,-2.77,114179000.0,26871.0,Banks - Regional,Financials,-15.035272056197169,34788000.0,15680000.0,90358000.0
GRCL,Gracell Biotechnologies Inc.,257994912.0,3.81,27.0,,829486.0,Biotechnology,Healthcare,,-87160545.19368723,-76188809.18220948,182959110.4734577
LMDX,LumiraDx Limited,257224320.0,0.48,11.76,150237000.0,711569.0,Diagnostics & Research,Healthcare,-65.93033539696577,-435754000.0,-201882000.0,-332007000.0
IREN,Iris Energy Limited,256220314.0,4.66,-2.1,,2235963.0,Capital Markets,Financials,,,,-47864429.530201346
PBPB,Potbelly Corporation,255937000.0,8.78,1.15,472021000.0,120840.0,Restaurants,Consumer Discretionary,17.943329751880267,10931000.0,9198000.0,-179909000.0
NVCT,"Nuvectis Pharma, Inc.",255638178.0,15.97,-2.26,,26128.0,Biotechnology,Healthcare,,-20191000.0,-15260000.0,15468000.0
LVOX,"LiveVox Holdings, Inc.",255581150.0,2.75,0.73,140798000.0,149437.0,Software - Infrastructure,Technology,14.118285931965735,-32957000.0,-15254000.0,3580000.0
BSRR,Sierra Bancorp,255323832.0,16.97,-0.24,133855000.0,47714.0,Banks - Regional,Financials,-1.5286942832130501,35003000.0,33310000.0,-312117000.0
CMTL,Comtech Telecommunications Corp.,254860674.0,9.14,-0.44,528163000.0,220409.0,Communication Equipment,Technology,4.573272747072155,-35423000.0,-26673000.0,-189029000.0
AFCG,"AFC Gamma, Inc.",254683425.0,12.45,-2.73,74581230.0,211098.0,REIT - Specialty,Real Estate,51.38978524318607,35795551.0,31039253.0,-6959804.0
EGRX,"Eagle Pharmaceuticals, Inc.",254494872.0,19.44,-0.15,267041000.0,100242.0,Drug Manufacturers - Specialty & Generic,Healthcare,8.47784670005809,-2666000.0,33732000.0,-54432000.0
CBNK,"Capital Bancorp, Inc.",254042550.0,18.1,0.06,161481000.0,10125.0,Banks - Regional,Financials,-3.173175514022053,41328000.0,48784000.0,96325000.0
WEYS,"Weyco Group, Inc.",253804818.0,26.69,1.64,356671000.0,6569.0,Footwear & Accessories,Consumer Discretionary,18.06349532110123,32932000.0,-9798000.0,-12036000.0
HFFG,HF Foods Group Inc.,253664278.0,4.69,-1.68,1186107000.0,45212.0,Food Distribution,Consumer Staples,29.52739868889911,-8746000.0,37212000.0,-188228000.0
BYNO,byNordic Acquisition Corporation,253524600.0,10.59,,,28065.0,Shell Companies,Financials,,2478890.0,-790209.0,570104.0
EM,Smart Share Global Limited,253323533.0,0.975,-2.5,425611062.5909752,18658.0,Personal Services,Consumer Discretionary,-15.871895131474078,-87921251.8195051,,435883406.11353713
QSI,Quantum-Si incorporated,253279616.0,1.79,4.68,254000.0,720124.0,Biotechnology,Healthcare,,-120878000.0,-107731000.0,305389000.0
THRN,"Thorne HealthTech, Inc.",253134010.0,4.7,0.64,239300943.0,35362.0,Packaged Foods,Consumer Staples,23.44807691429722,10292817.0,-24696425.0,-30661106.0
SENEA,Seneca Foods Corporation,252212769.0,32.68,-3.57,1509352000.0,181013.0,Packaged Foods,Consumer Staples,8.956456456456463,33138000.0,-277673000.0,-480199000.0
OB,Outbrain Inc.,251668332.0,4.92,-0.81,969640000.0,72139.0,Internet Content & Information,Communication Services,-6.928438831201489,-28296000.0,-40316000.0,6853000.0
TDUP,ThredUp Inc.,251539600.0,2.44,-0.81,291606000.0,268009.0,Internet Retail,Consumer Discretionary,8.481549959636459,-91369000.0,-86176000.0,11446000.0
BCAL,Southern California Bancorp,251026608.0,13.72,-2.0,,49665.0,Banks - Regional,Financials,,,,73420000.0
ASUR,"Asure Software, Inc.",250775680.0,12.16,1.16,104559000.0,343661.0,Software - Application,Technology,29.733854457472543,-11110000.0,7729000.0,-22227000.0
BOCN,Blue Ocean Acquisition Corp.,250707705.0,10.57,,,28460.0,Shell Companies,Financials,,8261983.0,-519474.0,363113.0
POWW,"AMMO, Inc.",250447530.0,2.13,-0.93,191439801.0,489119.0,Aerospace & Defense,Industrials,-20.322776248368047,-7701072.0,23015041.0,33925028.0
CFIV,CF Acquisition Corp. IV,249627214.0,10.51,0.1,,51213.0,Shell Companies,Financials,,6449900.0,1.0,-4543451.0
SILC,Silicom Ltd.,249036849.0,36.86,1.68,155693000.0,8771.0,Communication Equipment,Technology,18.37251383735783,19670000.0,,29411000.0
LE,"Lands' End, Inc.",248992016.0,7.76,-1.65,1561322000.0,157702.0,Specialty Retail,Consumer Discretionary,-3.5620929566051007,-11811000.0,40030000.0,-362923000.0
CSLM,"Consilium Acquisition Corp I, Ltd.",248810202.0,10.49,,,502544.0,Shell Companies,Financials,,3860659.0,-37786.0,196825064.0
IMAB,I-Mab,248465412.0,2.99,0.67,-31788091.822094694,295606.0,Biotechnology,Healthcare,,-359729842.18077475,-164793256.8149211,498021807.7474893
TELA,"TELA Bio, Inc.",247650136.0,10.13,1.3,45096000.0,215030.0,Medical Devices,Healthcare,41.73555017757802,-45461000.0,-42543000.0,-9939000.0
IPHA,Innate Pharma S.A.,247427415.0,3.075,-1.76,61355319.148936175,3818.0,Biotechnology,Healthcare,-17.340518538689754,-61811702.12765958,-20945744.680851065,63014893.61702128
FENC,Fennec Pharmaceuticals Inc.,247247947.0,8.83,-0.45,3212000.0,64659.0,Biotechnology,Healthcare,,-26070000.0,-20779000.0,-6269000.0
FLJ,FLJ Group Limited,247139640.0,0.297,-7.19,90601805.55555555,75988.0,Real Estate Services,Real Estate,-45.997269783925496,113892083.33333333,-5498472.222222222,-17079861.111111112
TTSH,"Tile Shop Holdings, Inc.",247118902.0,5.54,0.73,394249000.0,136107.0,Home Improvement Retail,Consumer Discretionary,3.453804511830638,14702000.0,6442000.0,-145752000.0
